Name,Area,Address,Phone,Rating,Review,Total Reviews,Type,Thumbnail,Images,Video,Opening Time,Pincode,Doc ID,Latitude,Longitude,Web URL,Verified,Scraped At
Suryadarshan Boy's Hostel & Gym,Vallabh Vidyanagar,Near Iscon Temple Vallabh Vidyanagar,7383586585,3.9,One of the good hostels in vidhyanagar with best environment. Rooms are spacious and maintained properly. Facilities provided are sufficient.,199,,https://images.jdmagicbox.com/comp/anand/j7/9999p2692.2692.170617152226.i5j7/catalogue/suryadarshan-boy-s-hostel-and-gym-vallabh-vidyanagar-anand-hostels-7kerek-250.jpg,"https://content.jdmagicbox.com/comp/anand/j7/9999p2692.2692.170617152226.i5j7/catalogue/suryadarshan-boy-s-hostel-and-gym-vallabh-vidyanagar-anand-hostels-7kerek.jpg
https://content.jdmagicbox.com/comp/anand/j7/9999p2692.2692.170617152226.i5j7/catalogue/suryadarshan-boy-s-hostel-and-gym-vallabh-vidyanagar-anand-hostels-3iw4lb9.jpg
https://content.jdmagicbox.com/comp/anand/j7/9999p2692.2692.170617152226.i5j7/catalogue/suryadarshan-boy-s-hostel-and-gym-vallabh-vidyanagar-anand-hostels-47o3379.jpg
https://content.jdmagicbox.com/comp/anand/j7/9999p2692.2692.170617152226.i5j7/catalogue/suryadarshan-boy-s-hostel-and-gym-vallabh-vidyanagar-anand-hostels-o9k334.jpg
https://content.jdmagicbox.com/comp/anand/j7/9999p2692.2692.170617152226.i5j7/catalogue/suryadarshan-boy-s-hostel-and-gym-vallabh-vidyanagar-anand-hostels-4igra7k.jpg",,Open 24 Hrs,388120,9999P2692.2692.170617152226.I5J7,22.5500932,72.9227266,https://www.justdial.com/Anand/Suryadarshan-Boys-Hostel-Gym-Near-Iscon-Temple-Vallabh-Vidyanagar/9999P2692-2692-170617152226-I5J7_BZDET,Yes,2024-03-15T03:42:19.126Z
Stanza Living,Karamsad Road Vallabh Vidyanagar,Patel Society Mota Bazaar Vallabh Vidyanagar,,3.8,,67,,https://images.jdmagicbox.com/comp/anand/n1/9999p2692.2692.201023232804.x4n1/catalogue/stanza-living-vallabh-vidyanagar-anand-hostels-0pkvw8k4w8-250.jpg?clr=#164450,"https://content.jdmagicbox.com/comp/anand/n1/9999p2692.2692.201023232804.x4n1/catalogue/stanza-living-vallabh-vidyanagar-anand-hostels-0pkvw8k4w8.jpg?clr=#164450
https://content.jdmagicbox.com/comp/anand/n1/9999p2692.2692.201023232804.x4n1/catalogue/stanza-living-vallabh-vidyanagar-anand-hostels-1wquycbtpg.jpg
https://content.jdmagicbox.com/comp/anand/n1/9999p2692.2692.201023232804.x4n1/catalogue/stanza-living-vallabh-vidyanagar-anand-hostels-1h9frs5lhz.jpg
https://content.jdmagicbox.com/comp/anand/n1/9999p2692.2692.201023232804.x4n1/catalogue/stanza-living-vallabh-vidyanagar-anand-hostels-0b02rjdhfh.jpg
https://content.jdmagicbox.com/comp/anand/n1/9999p2692.2692.201023232804.x4n1/catalogue/stanza-living-vallabh-vidyanagar-anand-hostels-0r5sm6pusu.jpg",,8:00 am - 7:00 pm,388120,9999P2692.2692.201023232804.X4N1,22.5486977,72.9229405,https://www.justdial.com/Anand/Stanza-Living-Patel-Society-Mota-Bazaar-Vallabh-Vidyanagar/9999P2692-2692-201023232804-X4N1_BZDET,No,2024-03-15T03:42:19.126Z
Eklavya Boys Hostel,Vas Motabazar Vallabh Vidyanagar,Oop Khodiyar Ma Temple Vallabh Vidyanagar,,4.3,Nice place to stay for whole year. Great facility and good relations with each other. Nature of owner and reactor is nice and friendly with each other.    ,146,,https://images.jdmagicbox.com/comp/anand/f5/9999p2692.2692.140814134753.g3f5/catalogue/eklavya-boys-hostel-vallabh-vidyanagar-anand-hostel-for-boy-students-rvlfho0kqn-250.jpg?clr=#666600,"https://content.jdmagicbox.com/comp/anand/f5/9999p2692.2692.140814134753.g3f5/catalogue/eklavya-boys-hostel-vallabh-vidyanagar-anand-hostel-for-boy-students-rvlfho0kqn.jpg?clr=#666600
https://content.jdmagicbox.com/comp/anand/f5/9999p2692.2692.140814134753.g3f5/catalogue/eklavya-boys-hostel-vallabh-vidyanagar-anand-hostels-for-working-men-t5csopz0of.jpg
https://content.jdmagicbox.com/comp/anand/f5/9999p2692.2692.140814134753.g3f5/catalogue/eklavya-boys-hostel-vallabh-vidyanagar-anand-hostels-for-working-men-xbjehwt0yc.jpg
https://content.jdmagicbox.com/comp/anand/f5/9999p2692.2692.140814134753.g3f5/catalogue/eklavya-boys-hostel-vallabh-vidyanagar-anand-hostels-for-working-men-txy3o7hrpb.jpg
https://content.jdmagicbox.com/comp/anand/f5/9999p2692.2692.140814134753.g3f5/catalogue/eklavya-boys-hostel-vallabh-vidyanagar-anand-hostels-for-working-men-o0sgkyqnnc.jpg",,Open 24 Hrs,388120,9999P2692.2692.140814134753.G3F5,22.54565769,72.92518369,https://www.justdial.com/Anand/Eklavya-Boys-Hostel-Oop-Khodiyar-Ma-Temple-Vallabh-Vidyanagar/9999P2692-2692-140814134753-G3F5_BZDET,Yes,2024-03-15T03:42:19.126Z
J K Smruti Boys Hostel,Road Vallabh Vidyanagar,Near Janta Railway Crossing Vallabh Vidyanagar,,4.1,A perfect place for student,69,,https://images.jdmagicbox.com/comp/def_content/estate_agents/default-estate-agents-9-250.jpg,"https://content.jdmagicbox.com/comp/def_content/estate_agents/default-estate-agents-9.jpg
https://content.jdmagicbox.com/comp/def_content/estate_agents/default-estate-agents-7.jpg",,9:00 am - 7:00 pm,388120,9999P2692.2692.131218143909.B8I1,22.5437503,72.9287947,https://www.justdial.com/Anand/J-K-Smruti-Boys-Hostel-Near-Janta-Railway-Crossing-Vallabh-Vidyanagar/9999P2692-2692-131218143909-B8I1_BZDET,Yes,2024-03-15T03:42:19.126Z
Jay Corporation,Vastral,Near Bhavani Party Plot Behind Shivalik Bungalows Vastral,,3.5,,2,"Estate Agents, Estate Agents For Residential Rental",https://images.jdmagicbox.com/comp/ahmedabad/n6/079pxx79.xx79.130817130354.l4n6/catalogue/jay-corporation-vastral-ahmedabad-estate-agents-7wo6yeq510-250.jpg?clr=#422424,"https://content.jdmagicbox.com/comp/ahmedabad/n6/079pxx79.xx79.130817130354.l4n6/catalogue/jay-corporation-vastral-ahmedabad-estate-agents-7wo6yeq510.jpg?clr=#422424
https://content.jdmagicbox.com/comp/ahmedabad/n6/079pxx79.xx79.130817130354.l4n6/catalogue/jay-corporation-vastral-ahmedabad-estate-agents-e1n79676s4.jpg
https://content.jdmagicbox.com/comp/ahmedabad/n6/079pxx79.xx79.130817130354.l4n6/catalogue/jay-corporation-vastral-ahmedabad-estate-agents-632d9ruqwe.jpg
https://content.jdmagicbox.com/comp/ahmedabad/n6/079pxx79.xx79.130817130354.l4n6/catalogue/jay-corporation-vastral-ahmedabad-estate-agents-qb8ryamh77.jpg",,8:00 am - 7:00 pm,382418,079PXX79.XX79.130817130354.L4N6,23.0001981,72.6630324,https://www.justdial.com/Ahmedabad/Jay-Corporation-Near-Bhavani-Party-Plot-Behind-Shivalik-Bungalows-Vastral/079PXX79-XX79-130817130354-L4N6_BZDET,No,2024-03-15T03:42:19.126Z
Innovative Services,Havemore Narol,Opp Old Narol Court Narol,,4.7,"Overall an awesome experience for staying in, each rooms has separate attached washroom and a locker for our valuables.",5,"Paying Guest Accommodations For Men, Paying Guest Accommodations",https://images.jdmagicbox.com/comp/ahmedabad/b2/079pxx79.xx79.190605143911.v4b2/catalogue/innovative-services-narol-ahmedabad-paying-guest-accommodations-vtp0lcbv2g-250.jpg?clr=#142952,"https://content.jdmagicbox.com/comp/ahmedabad/b2/079pxx79.xx79.190605143911.v4b2/catalogue/innovative-services-narol-ahmedabad-paying-guest-accommodations-vtp0lcbv2g.jpg?clr=#142952
https://content.jdmagicbox.com/comp/ahmedabad/b2/079pxx79.xx79.190605143911.v4b2/catalogue/innovative-services-narol-ahmedabad-paying-guest-accommodations-7zcl3r3gda.jpg
https://content.jdmagicbox.com/comp/ahmedabad/b2/079pxx79.xx79.190605143911.v4b2/catalogue/innovative-services-narol-ahmedabad-paying-guest-accommodations-4gq29apltf.jpg
https://content.jdmagicbox.com/comp/ahmedabad/b2/079pxx79.xx79.190605143911.v4b2/catalogue/innovative-services-narol-ahmedabad-paying-guest-accommodations-6fsprfbgk4.jpg
https://content.jdmagicbox.com/comp/ahmedabad/b2/079pxx79.xx79.190605143911.v4b2/catalogue/innovative-services-narol-ahmedabad-paying-guest-accommodations-nkdqlb7xf0.jpg",,Open 24 Hrs,382405,079PXX79.XX79.190605143911.V4B2,22.9562602,72.594973,https://www.justdial.com/Ahmedabad/Innovative-Services-Opp-Old-Narol-Court-Narol/079PXX79-XX79-190605143911-V4B2_BZDET,No,2024-03-15T03:42:19.126Z
Sharmaji Pg And Hostels,Kerila Lab Ghodasar,Opposite Kerila Lab and Near Pavitranagar Society Ghodasar,7411553492,3,,2,"Paying Guest Accommodations For Boy Student, Paying Guest Accommodations For Men",https://images.jdmagicbox.com/comp/def_content/paying-guest-accommodations-for-student/6-paying-guest-accommodations-for-student-5-reajv-250.jpg,https://content.jdmagicbox.com/comp/def_content/paying-guest-accommodations-for-student/6-paying-guest-accommodations-for-student-5-reajv.jpg,,Open 24 Hrs,380050,079PXX79.XX79.231208130152.J2J4,22.9747914,72.6155519,https://www.justdial.com/Ahmedabad/Sharmaji-Pg-And-Hostels-Opposite-Kerila-Lab-and-Near-Pavitranagar-Society-Ghodasar/079PXX79-XX79-231208130152-J2J4_BZDET,Yes,2024-03-15T03:42:19.126Z
Poonam Paying Guest Services,Cadila Road Ghodasar,Cadila Labroatry Road Ghodasar,,5,,1,"Paying Guest Accommodations For Boy Student, Paying Guest Accommodations For Men",https://images.jdmagicbox.com/comp/ahmedabad/m4/079pxx79.xx79.221118231032.g4m4/catalogue/paying-guest-service-ghodasar-ahmedabad-paying-guest-accommodations-0k8u5b01t1-250.jpg,"https://content.jdmagicbox.com/comp/ahmedabad/m4/079pxx79.xx79.221118231032.g4m4/catalogue/paying-guest-service-ghodasar-ahmedabad-paying-guest-accommodations-0k8u5b01t1.jpg
https://content.jdmagicbox.com/comp/ahmedabad/m4/079pxx79.xx79.221118231032.g4m4/catalogue/poonam-paying-guest-services-ghodasar-ahmedabad-paying-guest-accommodations-hfpy3cvnv7.jpg
https://content.jdmagicbox.com/comp/ahmedabad/m4/079pxx79.xx79.221118231032.g4m4/catalogue/poonam-paying-guest-services-ghodasar-ahmedabad-paying-guest-accommodations-ba8kyxjyfr.jpg
https://content.jdmagicbox.com/comp/ahmedabad/m4/079pxx79.xx79.221118231032.g4m4/catalogue/poonam-paying-guest-services-ghodasar-ahmedabad-paying-guest-accommodations-vj1r6xzrzf.jpg
https://content.jdmagicbox.com/comp/ahmedabad/m4/079pxx79.xx79.221118231032.g4m4/catalogue/poonam-paying-guest-services-ghodasar-ahmedabad-paying-guest-accommodations-l8gxii28si.jpg",,Open 24 Hrs,380050,079PXX79.XX79.221118231032.G4M4,22.9747914,72.6155519,https://www.justdial.com/Ahmedabad/Poonam-Paying-Guest-Services-Cadila-Labroatry-Road-Ghodasar/079PXX79-XX79-221118231032-G4M4_BZDET,No,2024-03-15T03:42:19.126Z
Ganesh Pg Services,Ganesh Gali Maninagar,Maninagar Cross Road Maninagar,,3.5,Don`t give any Diposit to Ganesh PG.... 5 Rating because to come at top so that people will know you as cheater...3050 deposit not given after two months...cheque bounced 2 times.... Fraud Cheater...Gajendra Jadeja.... ,96,"Paying Guest Accommodations For Boy Student, Paying Guest Accommodations For Men",https://images.jdmagicbox.com/comp/ahmedabad/y3/079pxx79.xx79.170529103142.u4y3/catalogue/ganesh-pg-services-maninagar-ahmedabad-paying-guest-accommodations-q21el2yc2y-250.jpg,"https://content.jdmagicbox.com/comp/ahmedabad/y3/079pxx79.xx79.170529103142.u4y3/catalogue/ganesh-pg-services-maninagar-ahmedabad-paying-guest-accommodations-q21el2yc2y.jpg
https://content.jdmagicbox.com/comp/ahmedabad/y3/079pxx79.xx79.170529103142.u4y3/catalogue/ganesh-pg-services-maninagar-ahmedabad-paying-guest-accommodations-bueu5qyqzf.jpg
https://content.jdmagicbox.com/comp/ahmedabad/y3/079pxx79.xx79.170529103142.u4y3/catalogue/ganesh-pg-services-maninagar-ahmedabad-paying-guest-accommodations-1dsbz3zrm3.jpg
https://content.jdmagicbox.com/comp/ahmedabad/y3/079pxx79.xx79.170529103142.u4y3/catalogue/ganesh-pg-services-maninagar-ahmedabad-paying-guest-accommodations-wmb6x6qwid.jpg
https://content.jdmagicbox.com/comp/ahmedabad/y3/079pxx79.xx79.170529103142.u4y3/catalogue/ganesh-pg-services-maninagar-ahmedabad-paying-guest-accommodations-rci0j0fo7o.jpg",,9:00 am - 7:00 pm,380008,079PXX79.XX79.170529103142.U4Y3,22.9825169,72.6249547,https://www.justdial.com/Ahmedabad/Ganesh-Pg-Services-Maninagar-Cross-Road-Maninagar/079PXX79-XX79-170529103142-U4Y3_BZDET,No,2024-03-15T03:42:19.126Z
Pg Or Roommates,Ghodasar,Opposite Smruti Mandir Ghodasar,8867820439,4.5,"The best pg for boys ever in terms of environment, facilities, peace and comfort. Strongly recommend this pg.",19,"Paying Guest Accommodations For Men, Paying Guest Accommodations",https://images.jdmagicbox.com/comp/ahmedabad/f7/079pxx79.xx79.170620143003.g5f7/catalogue/pg-or-roommates-ghodasar-ahmedabad-paying-guest-accommodations-10uf96d-250.jpg,"https://content.jdmagicbox.com/comp/ahmedabad/f7/079pxx79.xx79.170620143003.g5f7/catalogue/pg-or-roommates-ghodasar-ahmedabad-paying-guest-accommodations-10uf96d.jpg
https://content.jdmagicbox.com/comp/ahmedabad/f7/079pxx79.xx79.170620143003.g5f7/catalogue/pg-or-roommates-ghodasar-ahmedabad-paying-guest-accommodations-3t361rk.jpg
https://content.jdmagicbox.com/comp/ahmedabad/f7/079pxx79.xx79.170620143003.g5f7/catalogue/pg-or-roommates-ghodasar-ahmedabad-paying-guest-accommodations-3ep4tiv.jpg
https://content.jdmagicbox.com/comp/ahmedabad/f7/079pxx79.xx79.170620143003.g5f7/catalogue/pg-or-roommates-ghodasar-ahmedabad-paying-guest-accommodations-42w78b9.jpg
https://content.jdmagicbox.com/comp/ahmedabad/f7/079pxx79.xx79.170620143003.g5f7/catalogue/pg-or-roommates-ghodasar-ahmedabad-paying-guest-accommodations-loqfioribf.jpg",,Open 24 Hrs,380050,079PXX79.XX79.170620143003.G5F7,22.97533797,72.61188506,https://www.justdial.com/Ahmedabad/Pg-Or-Roommates-Opposite-Smruti-Mandir-Ghodasar/079PXX79-XX79-170620143003-G5F7_BZDET,Yes,2024-03-15T03:42:19.126Z
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
